Entry,Hydrolase,Receptor,Structural protein,Transcription factor,Transport protein
Q9UHV8,1,0,0,0,0
Q9Y291,0,0,1,0,0
Q96BW5,1,0,0,0,0
P09629,0,0,0,1,0
P62820,1,0,0,0,0
Q9BX63,1,0,0,0,0
O00482,0,1,0,1,0
Q96RI8,0,1,0,0,0
P33991,1,0,0,0,0
Q9H6I2,0,0,0,1,0
O15178,0,0,0,1,0
P18507,0,1,0,0,1
O14734,1,0,0,0,0
Q4JDL3,1,0,0,0,0
P55055,0,1,0,1,0
A0A1W2PPK0,0,0,0,1,0
Q9BX79,0,1,0,0,1
P22528,0,0,1,0,0
P56524,1,0,0,1,0
P11474,0,1,0,1,0
O75367,0,0,1,0,0
O95147,1,0,0,0,0
Q9BT40,1,1,0,0,0
Q96ME7,0,0,0,1,0
Q149N8,1,0,0,0,0
Q9HB15,0,0,0,0,1
Q14626,0,1,0,0,0
Q9UPN3,0,0,1,0,0
Q13867,1,0,0,0,0
Q9H339,0,1,0,0,0
A8MXV4,1,0,0,0,0
Q9UNQ0,1,0,0,0,1
P22307,0,0,0,0,1
Q9UIU6,0,0,0,1,0
Q9BYF1,1,0,0,0,0
O00305,0,0,0,0,1
P0CK96,0,0,0,0,1
P0CK97,0,0,0,0,1
Q6P158,1,0,0,0,0
P31268,0,0,0,1,0
Q8N9F7,1,0,0,0,0
Q9Y295,1,0,0,0,0
Q9Y4C0,0,1,0,0,0
O15020,0,0,1,0,0
O75351,1,0,0,0,0
Q9P2J9,1,0,0,0,0
Q9NYN1,1,0,0,0,0
Q9BQG2,1,0,0,0,0
O94830,1,0,0,0,0
Q86WA8,1,0,0,0,0
Q16620,0,1,0,0,0
P31273,0,0,0,1,0
P13378,0,0,0,1,0
P31267,0,0,0,1,0
P20719,0,0,0,1,0
P09067,0,0,0,1,0
P17481,0,0,0,1,0
P17509,0,0,0,1,0
Q5TAH2,0,0,0,0,1
Q9GZZ0,0,0,0,1,0
Q9UBC9,0,0,1,0,0
Q00444,0,0,0,1,0
Q8N3J5,1,0,0,0,0
P49959,1,0,0,0,0
Q8WWZ7,1,0,0,0,1
P14621,1,0,0,0,0
P26196,1,0,0,0,0
Q7Z333,1,0,0,0,0
Q13952,0,0,0,1,0
P30307,1,0,0,0,0
O43520,1,0,0,0,1
Q9BVL2,0,0,1,0,0
P20340,1,0,0,0,0
Q99719,1,0,1,0,0
Q9Y2C5,0,0,0,0,1
O43680,0,0,0,1,0
O60682,0,0,0,1,0
Q13507,0,0,0,0,1
P20930,0,0,1,0,0
Q9H9L3,1,0,0,0,0
Q8NGJ8,0,1,0,0,0
Q9Y6J6,0,0,0,0,1
P26640,1,0,0,0,0
Q05586,0,1,0,0,1
A8MPX8,1,0,0,0,0
P51532,1,0,0,0,0
P35408,0,1,0,0,0
P51531,1,0,0,0,0
Q7Z2H8,0,0,0,0,1
P08670,0,0,1,0,0
Q6IFG1,0,1,0,0,0
P49902,1,0,0,0,0
Q7Z6R9,0,0,0,1,0
P56856,0,0,1,0,0
P16885,1,0,0,0,0
Q9Y222,0,0,0,1,0
Q9H3J6,1,0,0,0,0
Q9H773,1,0,0,0,0
P86452,0,0,0,1,0
Q9NPC1,0,1,0,0,0
Q9BYV9,0,0,0,1,0
Q9H9S0,0,0,0,1,0
Q6NSW7,0,0,0,1,0
Q9ULX9,0,0,0,1,0
Q92900,1,0,0,0,0
Q96G79,0,0,0,0,1
Q92522,0,0,1,0,0
Q5VZR4,0,0,0,0,1
Q5SR56,0,0,0,0,1
Q8WXG9,1,1,0,0,0
P98088,0,0,1,0,0
Q9Y289,0,0,0,0,1
Q13459,1,0,0,0,0
O15218,0,1,0,0,0
Q8NH64,0,1,0,0,0
P10176,0,0,0,0,1
Q8N6T7,1,0,0,0,0
O95847,0,0,0,0,1
Q99732,0,0,0,1,0
Q96HN2,1,0,0,0,0
Q9H341,0,1,0,0,0
Q7Z3Y8,0,0,1,0,0
Q99525,0,0,1,0,0
Q8WVF1,0,0,0,0,1
P13645,0,0,1,0,0
Q16181,1,0,1,0,0
Q15631,1,0,0,0,0
Q9Y6Q3,0,0,0,1,0
Q8NI77,1,0,0,0,0
A6NIM6,0,0,0,0,1
O76027,0,1,0,0,0
Q495M3,0,0,0,0,1
Q9Y2R5,0,0,1,0,0
P28702,0,1,0,1,0
Q9Y4W2,1,0,0,0,0
P01920,0,1,0,0,0
P05538,0,1,0,0,0
Q70EL1,1,0,0,0,0
Q9NVI7,1,0,0,0,0
Q5T9A4,1,0,0,0,0
O60930,1,0,0,0,0
Q14527,1,0,0,0,0
Q6PEY0,0,0,0,0,1
P36383,0,0,0,0,1
O15235,0,0,1,0,0
P02679,0,0,1,0,0
Q9H2U1,1,0,0,0,0
Q6IFN5,0,1,0,0,0
Q8NGR2,0,1,0,0,0
Q96SK3,0,0,0,1,0
Q9NSB4,0,0,1,0,0
Q52LG2,0,0,1,0,0
Q8IUC0,0,0,1,0,0
P78413,0,0,0,1,0
Q9BZI1,0,0,0,1,0
P78411,0,0,0,1,0
Q16555,1,0,0,0,0
Q14195,1,0,0,0,0
Q14194,1,0,0,0,0
P23490,0,0,1,0,0
P22531,0,0,1,0,0
O76011,0,0,1,0,0
O76009,0,0,1,0,0
Q8NGG2,0,1,0,0,0
P07197,0,0,1,0,0
Q9NPI9,0,0,0,0,1
O94875,0,0,1,0,0
Q9HBR0,0,0,0,0,1
P53618,0,0,1,0,0
Q6P575,1,0,0,0,0
Q9BPV8,0,1,0,0,0
O00212,1,0,0,0,0
B7U540,0,0,0,0,1
Q14500,0,0,0,0,1
Q02846,0,1,0,0,0
Q99814,0,0,0,1,0
P48066,0,0,0,0,1
Q96RU2,1,0,0,0,0
P13682,0,0,0,1,0
P46100,1,0,0,0,0
O00358,0,0,0,1,0
Q76EJ3,0,0,0,0,1
Q8NHE4,0,0,0,0,1
P60484,1,0,0,0,0
O00507,1,0,0,0,0
P05412,0,0,0,1,0
Q14188,0,0,0,1,0
P78549,1,0,0,0,0
Q9UJ42,0,1,0,0,0
Q9GZU1,0,0,0,0,1
Q02447,0,0,0,1,0
Q8NEJ0,1,0,0,0,0
Q13003,0,1,0,0,1
Q13705,0,1,0,0,0
Q08708,0,1,0,0,0
Q96PE3,1,0,0,0,0
O15118,0,1,0,0,1
Q8N983,0,0,1,0,0
Q9NV35,1,0,0,0,0
Q9H596,1,0,0,0,0
P31271,0,0,0,1,0
Q5HYM0,1,0,0,0,0
P59998,0,0,1,0,0
O14939,1,0,0,0,0
Q93008,1,0,0,0,0
Q8WXS4,0,0,0,0,1
P35221,0,0,1,0,0
P08F94,0,1,0,0,0
Q8IUG1,0,0,1,0,0
P78385,0,0,1,0,0
Q14533,0,0,1,0,0
O43790,0,0,1,0,0
Q9NYD6,0,0,0,1,0
Q8N5J4,0,0,0,1,0
P0C6S8,0,1,0,0,0
P05141,0,0,0,0,1
P13533,1,0,0,0,0
Q16548,0,0,0,0,1
O00194,1,0,0,0,0
Q5D862,0,0,1,0,0
Q562R1,0,0,1,0,0
O75110,1,0,0,0,1
Q96KM6,0,0,0,1,0
P52746,0,0,0,1,0
Q3L8U1,1,0,0,0,0
P0DJR0,1,0,0,0,0
O00757,1,0,0,0,0
Q96E93,0,1,0,0,0
Q5VXU9,1,0,0,0,0
Q9P241,1,0,0,0,1
Q15311,0,0,0,0,1
P11168,0,0,0,0,1
Q8NGC0,0,1,0,0,0
Q8NGF9,0,1,0,0,0
P21283,0,0,0,0,1
O95180,0,0,0,0,1
Q9H1R2,1,0,0,0,0
P52566,1,0,0,0,0
Q14571,0,0,0,0,1
Q16280,0,0,0,0,1
P06401,0,1,0,1,0
P49768,1,0,0,0,1
P18848,0,0,0,1,0
P07305,0,0,1,0,0
Q9UH92,0,0,0,1,0
P12236,0,0,0,0,1
P17542,0,0,0,1,0
Q5MCW4,0,0,0,1,0
Q8NH61,0,1,0,0,0
P47900,0,1,0,0,0
P46782,0,0,1,0,0
P01111,1,0,0,0,0
P01116,1,0,0,0,0
P01112,1,0,0,0,0
Q96K75,0,0,0,1,0
Q6AW86,0,0,0,1,0
Q8TAE7,0,0,0,0,1
Q13349,0,1,0,0,0
Q14526,0,0,0,1,0
P25100,0,1,0,0,0
Q8TCC7,0,0,0,0,1
Q6ZNC4,0,0,0,1,0
O15091,1,0,0,0,0
Q8TE54,0,0,0,0,1
P49279,0,0,0,0,1
Q99519,1,0,0,0,0
Q8NGI8,0,1,0,0,0
Q9HDC5,0,0,1,0,0
P58304,0,0,0,1,0
Q06889,0,0,0,1,0
Q99437,0,0,0,0,1
Q13790,0,0,0,0,1
Q96S65,0,0,0,1,0
Q9Y5K5,1,0,0,0,0
Q9H2D1,0,0,0,0,1
Q9ULS6,0,0,0,0,1
Q96J94,1,0,0,0,0
Q9NZR4,0,0,0,1,0
Q86V25,1,0,0,0,0
Q8TEY7,1,0,0,0,0
O00370,1,0,0,0,0
Q96AX2,1,0,0,0,0
Q5FVE4,1,0,0,0,0
P56178,0,0,0,1,0
Q07687,0,0,0,1,0
O43909,0,1,0,0,0
O95139,0,0,0,0,1
Q9UBJ2,1,0,0,0,1
Q9H1K4,0,0,0,0,1
P00414,0,0,0,0,1
Q9Y566,0,0,1,0,0
Q8NFZ6,0,1,0,0,0
Q8TF27,1,0,0,0,0
P16871,0,1,0,0,0
Q8NGK1,0,1,0,0,0
Q96G74,1,0,0,0,0
O75916,1,0,0,0,0
P0DTU4,0,1,0,0,0
O76090,0,0,0,0,1
Q9H9J4,1,0,0,0,0
O75951,1,0,0,0,0
Q9BS31,0,0,0,1,0
Q9Y2C9,0,1,0,0,0
P07306,0,1,0,0,0
Q14590,0,0,0,1,0
A6NK53,0,0,0,1,0
P49863,1,1,0,0,0
P61927,0,0,1,0,0
P62854,0,0,1,0,0
Q5JNZ5,0,0,1,0,0
Q9BZP6,1,0,0,0,0
Q9UI12,0,0,0,0,1
Q96R48,0,1,0,0,0
Q06546,0,0,0,1,0
Q02386,0,0,0,1,0
P43003,0,0,0,0,1
Q13562,0,0,0,1,0
Q96IZ2,1,0,0,0,0
P56730,1,0,0,0,0
O14948,0,0,0,1,0
Q6GQQ9,1,0,0,0,0
Q75N90,0,0,1,0,0
P50148,1,0,0,0,0
P29992,1,0,0,0,0
Q8NH90,0,1,0,0,0
P08246,1,0,0,0,0
O60548,0,0,0,1,0
Q8NGK0,0,1,0,0,0
P37023,0,1,0,0,0
Q14980,0,0,1,0,0
P20309,1,1,0,0,0
P59901,0,1,0,0,0
Q9UIX4,0,0,0,0,1
O14628,0,0,0,1,0
Q9NPH3,1,1,0,0,0
P55042,1,0,0,0,0
P55040,1,0,0,0,0
O75628,1,0,0,0,0
P0C7T3,0,1,0,0,0
P53673,0,0,1,0,0
P34913,1,0,0,0,0
Q02388,0,0,1,0,0
Q96RC9,0,1,0,0,0
Q9UJU5,0,0,0,1,0
Q16676,0,0,0,1,0
O75023,0,1,0,0,0
Q8NGH7,0,1,0,0,0
P52741,0,0,0,1,0
Q86UY8,1,0,0,0,0
O95259,0,0,0,0,1
P25208,0,0,0,1,0
Q9NY43,0,0,0,1,0
Q9H6P5,1,0,0,0,0
Q8WZ84,0,1,0,0,0
P16220,0,0,0,1,0
P12318,0,1,0,0,0
Q03060,0,0,0,1,0
Q96QA5,0,0,0,0,1
Q2VY69,0,0,0,1,0
B0L3A2,0,1,0,0,0
Q9HCE3,0,0,0,1,0
P03915,0,0,0,0,1
O60481,0,0,0,1,0
Q9UK11,0,0,0,1,0
Q00056,0,0,0,1,0
P03372,0,1,0,1,0
P56177,0,0,0,1,0
P08575,1,1,0,0,0
Q8NH63,0,1,0,0,0
Q5T442,0,0,0,0,1
P23634,1,0,0,0,1
Q8NGZ2,0,1,0,0,0
Q96JW4,0,0,0,0,1
O14626,0,1,0,0,0
Q9GZN0,0,1,0,0,0
P46778,0,0,1,0,0
Q8NH01,0,1,0,0,0
Q6PI73,0,1,0,0,0
O75022,0,1,0,0,0
P17025,0,0,0,1,0
Q9NY64,0,0,0,0,1
P11230,0,1,0,0,1
P52742,0,0,0,1,0
Q8N6C8,0,1,0,0,0
Q8N149,0,1,0,0,0
Q8NHL6,0,1,0,0,0
Q8N423,0,1,0,0,0
O75019,0,1,0,0,0
Q9HB89,0,1,0,0,0
P33316,1,0,0,0,0
Q9UIF7,1,0,0,0,0
P00156,0,0,0,0,1
P10828,0,1,0,1,0
Q8TDU6,0,1,0,0,0
Q3C1V9,1,0,0,0,0
Q14213,0,1,0,0,0
Q8NCK7,0,0,0,0,1
Q9Y4Z2,0,0,0,1,0
Q9Y653,0,1,0,0,0
Q8N441,0,1,0,0,0
Q9NPB8,1,0,0,0,0
P51686,0,1,0,0,0
Q9NZI5,0,0,0,1,0
Q96MC6,0,0,0,0,1
Q9BWQ8,0,0,0,0,1
P0C7N5,0,1,0,0,0
A0AV02,0,0,0,0,1
O15403,0,0,0,0,1
A0A0K2S4Q6,0,1,0,0,0
Q9UQC9,1,0,0,0,1
Q9UJT0,0,0,1,0,0
Q9NP59,0,0,0,0,1
Q8NER5,0,1,0,0,0
Q6P4A8,1,0,0,0,0
Q7RTY3,1,0,0,0,0
P31327,1,0,0,0,0
Q16559,0,0,0,1,0
O95221,0,1,0,0,0
Q96J66,1,0,0,0,1
P20160,1,0,0,0,0
Q5FYA8,1,0,0,0,0
Q9Y6C5,0,1,0,0,0
P20702,0,1,0,0,0
Q8IUN9,0,1,0,0,0
P11277,0,0,1,0,0
P26232,0,0,1,0,0
Q15723,0,0,0,1,0
P45381,1,0,0,0,0
Q6A162,0,0,1,0,0
Q9P212,1,0,0,0,0
Q14390,1,0,0,0,0
B5MD39,1,0,0,0,0
Q9BX51,1,0,0,0,0
Q9UMR7,0,1,0,0,0
P41238,1,0,0,0,0
Q9NQR4,1,0,0,0,0
O76014,0,0,1,0,0
Q68J44,1,0,0,0,0
Q9HBX9,0,1,0,0,0
Q03167,0,1,0,0,0
Q15399,0,1,0,0,0
P52954,0,0,0,1,0
Q9UJA9,1,0,0,0,0
Q03154,1,0,0,0,0
Q92988,0,0,0,1,0
Q99717,0,0,0,1,0
Q9NPJ3,1,0,0,0,0
Q969N4,0,1,0,0,0
Q32MZ4,0,0,0,1,0
Q5BKX5,1,0,0,0,0
P49116,0,1,0,1,0
Q9Y5S1,0,0,0,0,1
Q70EL3,1,0,0,0,0
Q96LB4,1,0,0,0,1
Q3ZCX4,0,0,0,1,0
Q9H808,0,0,1,0,0
P29074,1,0,0,0,0
P51149,1,0,0,0,0
P26045,1,0,0,0,0
Q06124,1,0,0,0,0
P61020,1,0,0,0,0
Q8NGN2,0,1,0,0,0
Q14532,0,0,1,0,0
Q13873,0,1,0,0,0
P06865,1,0,0,0,0
Q92766,0,0,0,1,0
P54821,0,0,0,1,0
O76015,0,0,1,0,0
Q96P66,0,1,0,0,0
Q9UBN7,1,0,0,0,0
P78508,0,0,0,0,1
P08727,0,0,1,0,0
Q9P0L1,0,0,0,1,0
Q8TEZ7,0,1,0,1,0
Q9H4T2,0,0,0,1,0
Q12968,0,0,0,1,0
Q5T1S8,0,0,1,0,0
P08779,0,0,1,0,0
P02533,0,0,1,0,0
Q12947,0,0,0,1,0
P11171,0,0,1,0,0
O95786,1,1,0,0,0
Q9Y2J2,0,0,1,0,0
Q9H4G0,0,0,1,0,0
O43491,0,0,1,0,0
Q9UPG8,0,0,0,1,0
Q9NXE4,1,0,0,0,0
P59538,0,1,0,0,0
Q9NZL3,0,0,0,1,0
Q9UIE0,0,0,0,1,0
Q12901,0,0,0,1,0
Q14588,0,0,0,1,0
Q8NH54,0,1,0,0,0
Q8NGX8,0,1,0,0,0
Q07617,1,0,0,0,0
Q96RT1,0,0,1,0,0
P23760,0,0,0,1,0
P20393,0,1,0,1,0
Q9UK10,0,0,0,1,0
P16112,0,0,1,0,0
P49411,1,0,0,0,0
Q15125,1,0,0,0,0
O60675,0,0,0,1,0
O60476,1,0,0,0,0
O15525,0,0,0,1,0
Q8WZ42,0,0,1,0,0
O43820,1,0,0,0,0
O95497,1,0,0,0,0
P10826,0,1,0,1,0
Q99808,0,0,0,0,1
Q04695,0,0,1,0,0
P51677,0,1,0,0,0
P31276,0,0,0,1,0
P48546,0,1,0,0,0
Q9UN37,1,0,0,0,0
P19012,0,0,1,0,0
Q01082,0,0,1,0,0
Q8IW92,1,0,0,0,0
P16389,0,0,0,0,1
Q9UJ71,0,1,0,0,0
Q9UHP3,1,0,0,0,0
Q96RY5,0,0,0,1,0
Q09470,0,0,0,0,1
Q8NAP3,0,0,0,1,0
P98198,1,0,0,0,1
Q9H903,1,0,0,0,0
Q9Y519,0,0,0,0,1
P62068,1,0,0,0,0
Q8NFU0,0,0,0,0,1
Q8N1M1,0,0,0,0,1
Q8NFU1,0,0,0,0,1
Q9HBL0,1,0,0,0,0
Q3MIR4,0,0,0,0,1
Q9UIL4,1,0,0,0,0
Q8WUD1,1,0,0,0,0
O75882,0,1,0,0,0
P62888,0,0,1,0,0
P40939,1,0,0,0,0
Q15758,0,1,0,0,1
P58335,0,1,0,0,0
Q5TAT6,0,0,1,0,0
P0CG39,0,0,1,0,0
P0CG38,0,0,1,0,0
Q15149,0,0,1,0,0
Q9BR84,0,0,0,1,0
Q9Y4G6,0,0,1,0,0
Q9Y490,0,0,1,0,0
Q9HAT2,1,0,0,0,0
Q9H239,1,0,0,0,0
O75508,0,0,1,0,0
Q8NH49,0,1,0,0,0
Q86WA6,1,0,0,0,0
P56381,1,0,0,0,1
Q5VTU8,1,0,0,0,1
Q86UW8,0,0,1,0,0
O00222,0,1,0,0,0
Q7Z3S7,0,0,0,0,1
P01911,0,0,1,0,0
P79483,0,1,0,0,0
Q8IZF5,0,1,0,0,0
P05413,0,0,0,0,1
A6NGQ2,0,0,1,0,0
Q04771,0,1,0,0,0
Q9UIH9,0,0,0,1,0
Q96A47,0,0,0,1,0
Q6UVM3,0,0,0,0,1
O95600,0,0,0,1,0
Q9HD36,0,0,0,0,1
O95279,0,0,0,0,1
Q9UM01,0,0,0,0,1
Q07869,0,1,0,1,0
Q9Y5K6,0,0,1,0,0
Q8NHB8,0,1,0,0,0
Q8TAT5,1,0,0,0,0
O75185,1,0,0,0,1
O00167,1,0,0,0,0
P10323,1,0,0,0,0
Q15760,0,1,0,0,0
Q9BQ31,0,0,0,0,1
Q9NZ08,1,0,0,0,0
P35348,0,1,0,0,0
Q6IF36,0,1,0,0,0
Q9BYC9,0,0,1,0,0
Q9NYK1,0,1,0,0,0
Q15375,0,1,0,0,0
P50914,0,0,1,0,0
O95343,0,0,0,1,0
Q9BZJ6,0,1,0,0,0
Q8IZP9,0,1,0,0,0
Q96PS8,0,0,0,0,1
Q9BUJ0,1,0,0,0,0
Q9H3G5,1,0,0,0,0
Q9GZP7,0,1,0,0,0
Q96J65,1,0,0,0,1
P55851,0,0,0,0,1
Q99795,0,1,0,0,0
P55916,0,0,0,0,1
Q13255,0,1,0,0,0
Q8NHP8,1,0,0,0,0
Q15388,0,0,0,0,1
Q96QE3,1,0,0,0,0
Q9HC21,0,0,0,0,1
Q8NBU5,1,0,0,0,1
P48742,0,0,0,1,0
A4D1E9,1,0,0,0,0
Q9Y6R6,0,0,0,1,0
O75290,0,0,0,1,0
Q9BYT9,0,0,0,0,1
Q9Y3D3,0,0,1,0,0
P09086,0,0,0,1,0
P23468,1,1,0,0,0
Q9NUQ7,1,0,0,0,0
Q8NGA2,0,1,0,0,0
Q9HCJ1,0,0,0,0,1
Q16558,0,0,0,0,1
Q9BW83,1,0,0,0,0
Q9BRY0,0,0,0,0,1
Q9P0U1,0,0,0,0,1
Q13823,1,0,0,0,0
Q6ZMV9,1,0,0,0,0
Q8N2C7,0,0,0,0,1
O43236,1,0,1,0,0
P61011,1,0,0,0,0
A8MPY1,0,1,0,0,1
P32927,0,1,0,0,0
Q15583,0,0,0,1,0
Q8NGF1,0,1,0,0,0
Q93091,1,0,0,0,0
O95671,1,0,0,0,0
Q68EN5,1,0,0,0,0
P49682,0,1,0,0,0
P49281,0,0,0,0,1
P48739,0,0,0,0,1
Q00169,0,0,0,0,1
P41594,0,1,0,0,0
O14672,1,0,0,0,0
O15072,1,0,0,0,0
P98095,0,0,1,0,0
P26951,0,1,0,0,0
P09131,0,0,0,0,1
Q7Z2Z2,1,0,0,0,0
Q8NGY0,0,1,0,0,0
Q8NGI1,0,1,0,0,0
A6NJY1,0,0,0,0,1
P19634,0,0,0,0,1
Q8TF71,0,0,0,0,1
Q6SZW1,1,0,0,0,0
Q9NY59,1,0,0,0,0
Q13283,1,0,0,0,0
P28562,1,0,0,0,0
P03950,1,0,0,0,0
Q6ZTB9,0,0,0,1,0
P05090,0,0,0,0,1
Q96RI1,0,1,0,1,0
Q9P0V8,0,1,0,0,0
P09016,0,0,0,1,0
P51793,0,0,0,0,1
Q9UPI3,0,0,0,0,1
Q13936,0,0,0,0,1
Q6UXT6,0,1,0,0,0
P13639,1,0,0,0,0
Q9UKI9,0,0,0,1,0
O75438,0,0,0,0,1
P28335,0,1,0,0,0
Q9UGF5,0,1,0,0,0
Q96RI9,0,1,0,0,0
Q9GZK4,0,1,0,0,0
O95918,0,1,0,0,0
Q13563,0,0,0,0,1
P32245,0,1,0,0,0
Q9ULI0,1,0,0,0,0
P83881,0,0,1,0,0
Q969Q0,0,0,1,0,0
Q92835,1,0,0,0,0
P49747,0,0,1,0,0
Q8WTT0,0,1,0,0,0
P50406,0,1,0,0,0
Q8N8Z6,0,1,0,0,0
Q96K76,1,0,0,0,0
P23352,0,0,1,0,0
O00341,0,0,0,0,1
Q9NYM4,0,1,0,0,0
P10153,1,0,0,0,0
P12724,1,0,0,0,0
Q13093,1,0,0,0,0
P56385,0,0,0,0,1
Q9Y493,0,0,1,0,0
Q8WTP8,1,0,0,0,0
P41440,0,0,0,0,1
Q8TD20,0,0,0,0,1
P35236,1,0,0,0,0
O14520,0,0,0,0,1
A0A075B734,0,0,0,0,1
O60502,1,0,0,0,0
O43526,0,0,0,0,1
Q02641,0,0,0,0,1
Q14831,0,1,0,0,0
P35716,0,0,0,1,0
O15370,0,0,0,1,0
Q06945,0,0,0,1,0
Q08289,0,0,0,0,1
P49207,0,0,1,0,0
Q96JT2,0,0,0,0,1
Q6W4X9,0,0,1,0,0
Q9NVV9,0,0,0,1,0
O00519,1,0,0,0,0
Q9BY50,1,0,0,0,0
Q9UBN1,0,0,0,0,1
Q9GZZ7,0,1,0,0,0
Q00975,0,0,0,0,1
Q969H6,1,0,0,0,0
Q8IX15,0,0,0,1,0
Q8WTR4,1,0,0,0,0
Q9UHF7,0,0,0,1,0
Q9UPY5,0,0,0,0,1
P25942,0,1,0,0,0
Q695T7,0,0,0,0,1
P62244,0,0,1,0,0
P25311,0,0,0,0,1
O60609,0,1,0,0,0
O15335,0,1,0,0,0
Q6ZMS4,0,0,0,1,0
Q5EB52,1,0,0,0,0
P13010,1,0,0,0,0
Q13231,1,0,0,0,0
P29350,1,1,0,0,0
P18621,0,0,1,0,0
Q6PEW0,1,0,0,0,0
P48169,0,1,0,0,1
Q8NH95,0,1,0,0,0
P0DN81,0,1,0,0,0
Q96BR6,0,0,0,1,0
Q96JB3,0,0,0,1,0
Q8NBI2,0,0,0,0,1
Q6ZMP0,1,0,0,0,0
P78330,1,0,0,0,0
P20823,0,0,0,1,0
P35680,0,0,0,1,0
O15353,0,0,0,1,0
Q8N2M4,1,0,0,0,0
P08709,1,0,0,0,0
Q674R7,0,0,0,0,1
Q9UPT9,1,0,0,0,0
O95490,0,1,0,0,0
Q8TE49,1,0,0,0,0
Q96S79,1,0,0,0,0
Q6TGC4,0,0,1,0,0
Q9HBG4,0,0,0,0,1
P55735,0,0,1,0,0
P43657,0,1,0,0,0
P21802,0,1,0,0,0
P17948,0,1,0,0,0
Q86TJ5,0,0,0,1,0
Q96R69,0,1,0,0,0
Q8NH21,0,1,0,0,0
Q8NGA8,0,1,0,0,0
Q96PL2,0,0,1,0,0
A4D2B8,1,0,0,0,0
Q13115,1,0,0,0,0
P29372,1,0,0,0,0
P61567,0,0,1,0,0
P61566,0,0,1,0,0
O42043,0,0,1,0,0
Q9BYE0,0,0,0,1,0
O95498,1,0,0,0,0
Q9NP58,1,0,0,0,1
P32004,0,1,0,0,0
A5A3E0,0,0,1,0,0
Q6S8J3,0,0,1,0,0
Q16775,1,0,0,0,0
Q6PL18,1,0,0,0,0
Q9UHY7,1,0,0,0,0
Q8TD43,0,0,0,0,1
P20591,1,0,0,0,0
Q9GZN4,1,0,0,0,0
P17861,0,0,0,1,0
Q96R27,0,1,0,0,0
O60381,0,0,0,1,0
H7C241,0,0,1,0,0
P35410,0,1,0,0,0
Q6ZP29,0,0,0,0,1
Q99538,1,0,0,0,0
P14207,0,1,0,0,0
P35590,0,1,0,0,0
P0DSN6,0,1,0,0,0
Q9BQ52,1,0,0,0,0
Q9Y615,0,0,1,0,0
Q86UQ0,0,0,0,1,0
P09668,1,1,0,0,0
P09871,1,0,0,0,0
Q5VUY0,1,0,0,0,0
P20151,1,0,0,0,0
P18627,0,1,0,0,0
P30301,0,0,1,0,1
P41181,0,0,0,0,1
O15239,0,0,0,0,1
Q92637,0,1,0,0,0
P12314,0,1,0,0,0
P06870,1,0,0,0,0
P28472,0,1,0,0,1
P48764,0,0,0,0,1
P43235,1,0,0,0,0
Q96SM3,1,0,0,0,0
Q96RI0,0,1,0,0,0
A8MQ11,1,0,0,0,0
O43933,1,0,0,0,1
Q12889,1,0,0,0,0
Q6V1X1,1,0,0,0,0
A6NEC2,1,0,0,0,0
P55786,1,0,0,0,0
Q8IWL2,0,0,0,0,1
P07099,1,0,0,0,0
P38570,0,1,0,0,0
Q6NX45,0,0,0,1,0
Q96D53,1,0,0,0,0
Q9H2R5,1,0,0,0,0
P07098,1,0,0,0,0
Q496F6,0,1,0,0,0
Q12836,0,0,1,0,0
P00736,1,0,0,0,0
Q9UKY3,1,0,0,0,0
A8K4G0,0,1,0,0,0
Q9UGN4,0,1,0,0,0
P23141,1,0,0,0,0
Q9NZ94,0,1,0,0,0
Q6UXZ3,0,1,0,0,0
O60384,0,0,0,1,0
Q9NZC3,1,0,0,0,0
Q92847,0,1,0,0,0
Q04609,1,0,0,0,0
O95479,1,0,0,0,0
Q2UY09,0,0,1,0,0
Q9NQS5,0,1,0,0,0
Q16740,1,0,0,0,0
Q9UKR3,1,0,0,0,0
Q6BAA4,0,1,0,0,0
Q08722,0,1,0,0,0
P21810,0,0,1,0,0
P21731,0,1,0,0,0
Q9Y5P1,0,1,0,0,0
Q6PEZ8,0,0,1,0,0
Q9HAR2,0,1,0,0,0
O43869,0,1,0,0,0
Q8NHA4,0,1,0,0,0
Q5VXJ0,1,0,0,0,0
P08637,0,1,0,0,0
O75015,0,1,0,0,0
P04070,1,0,0,0,0
P07858,1,0,0,0,0
Q9BXX0,0,0,1,0,0
Q5JRX3,1,0,0,0,0
Q9GZM7,0,0,1,0,0
Q969Y2,1,0,0,0,0
Q9NX20,0,0,1,0,0
Q6L8Q7,1,0,0,0,0
O60313,1,0,0,0,0
Q9UKV3,1,0,0,0,0
O15442,1,0,0,0,0
Q99965,1,0,0,0,0
P47870,0,1,0,0,1
Q9Y2G3,1,0,0,0,1
Q96CH1,0,1,0,0,0
Q96KA5,0,0,0,0,1
P16444,1,0,0,0,0
Q7Z6M3,0,1,0,0,0
P53420,0,0,1,0,0
Q9HB29,1,1,0,0,0
P11362,0,1,0,0,0
Q9BUB4,1,0,0,0,0
Q9UJW2,1,0,0,0,0
Q8N442,1,0,0,0,0
Q9NX77,0,0,1,0,0
P18505,0,1,0,0,1
P59510,1,0,0,0,0
Q96RR1,1,0,0,0,0
P07288,1,0,0,0,0
Q8NCQ7,1,0,0,0,0
Q07092,0,0,1,0,0
